window_id,attack_type,is_attack,packet_count,byte_count,mean_pkt_size,syn_count,synack_count,fin_count,rst_count,ack_count,psh_count,icmp_count,udp_count,unique_src,unique_dst_ports,new_connections,syn_to_synack_ratio,iat_mean,iat_std,rf_pred,rf_score,lr_pred,if_pred,if_score,in_test,snort_detection,risk_raw,risk_score,risk_level,snort_only,ml_only,hybrid
441,BENIGN,0,8,723,90.38,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0359016993821432,0,0,0.0054,0.0054,LOW,0,0,0
442,BENIGN,0,8,924,115.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0146408893088192,0,0,0.0022,0.0022,LOW,0,0,0
443,BENIGN,0,9,1807,200.78,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0174474152991566,1,0,0.0026,0.0026,LOW,0,0,0
444,SLOW_ATTACK,1,4,170,42.5,1,1,0,0,3,1,0,0,2,2,1,1.0,0.0667,0.0236,1,0.9278915997600156,1,1,0.6140106479601124,1,0,0.6024,0.6024,MEDIUM,0,1,1
445,SLOW_ATTACK,1,10,709,70.9,1,1,2,0,9,4,0,0,3,2,1,1.0,0.0634,0.1262,1,0.9816210131986204,1,1,0.5712539679085159,0,0,0.6256,0.6256,MEDIUM,0,1,1
446,SLOW_ATTACK,1,10,913,91.3,1,1,2,0,9,4,0,0,3,2,1,1.0,0.0606,0.1248,1,0.9882604059300002,1,1,0.545790067179993,0,0,0.6254,0.6254,MEDIUM,0,1,1
447,SLOW_ATTACK,1,11,1756,159.64,1,1,3,0,9,3,1,0,4,2,1,1.0,0.0311,0.0801,1,0.9091320191251469,1,1,0.5792298276290305,0,0,0.5869,0.5869,MEDIUM,0,1,1
448,BENIGN,0,9,1561,173.44,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0055870431074338,0,0,0.0008,0.0008,LOW,0,0,0
449,BENIGN,0,9,1029,114.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0183974210929432,0,0,0.0028,0.0028,LOW,0,0,0
450,BENIGN,0,8,1197,149.62,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0272711780376603,1,0,0.0041,0.0041,LOW,0,0,0
451,BENIGN,0,8,1166,145.75,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0223968272582961,1,0,0.0034,0.0034,LOW,0,0,0
453,SLOW_ATTACK,1,145,9914,68.37,18,18,36,0,127,37,0,0,3,19,18,1.0,0.0065,0.0204,1,0.7292829798694591,1,1,1.0,1,0,0.5511,0.5511,MEDIUM,0,1,1
454,SLOW_ATTACK,1,212,14458,68.2,27,27,52,0,185,53,0,0,3,28,27,1.0,0.0047,0.006,1,0.9689771141341288,1,1,0.998092126671656,1,1,0.9827,0.9827,HIGH,1,1,1
455,SLOW_ATTACK,1,203,12643,62.28,25,25,50,0,178,53,0,0,2,26,25,1.0,0.0049,0.0063,1,0.9189590133712324,1,1,0.9587077361081467,1,1,0.9492,0.9492,HIGH,1,1,1
456,SLOW_ATTACK,1,75,5287,70.49,9,9,18,0,66,21,0,0,3,10,9,1.0,0.0087,0.0384,1,0.9048317003390248,1,1,0.91953397782711,0,1,0.9356,0.9356,HIGH,1,1,1
457,SLOW_ATTACK,1,11,2752,250.18,1,1,3,0,10,4,0,0,3,2,1,1.0,0.0154,0.0356,1,0.9270309339786929,0,0,0.4474977087885146,0,0,0.577,0.577,MEDIUM,0,1,1
459,BENIGN,0,8,754,94.25,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0290856779790635,0,0,0.0044,0.0044,LOW,0,0,0
460,BENIGN,0,10,1186,118.6,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.0010008741258741,0,0,0.0702620785373096,1,0,0.0111,0.0111,LOW,0,0,0
462,BENIGN,0,8,1089,136.12,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0193867156586408,1,0,0.0029,0.0029,LOW,0,0,0
463,BENIGN,0,9,1043,115.89,1,1,2,0,7,2,1,0,2,2,1,1.0,0.005,0.0063,0,0.0,0,0,0.2140188313847123,0,0,0.0321,0.0321,LOW,0,0,0
465,SLOW_ATTACK,1,15,1561,104.07,2,2,2,0,13,6,0,0,3,3,2,1.0,0.0429,0.0896,1,0.999835502624486,1,1,0.6233097354811807,0,0,0.6434,0.6434,MEDIUM,0,1,1
466,SLOW_ATTACK,1,3,161,53.67,0,0,0,0,3,3,0,0,1,1,0,0.0,0.4,0.0,1,0.9892137613905108,1,1,0.7918386497362743,0,0,0.6628,0.6628,MEDIUM,0,1,1
467,BENIGN,0,9,1595,177.22,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0066027877797628,1,0,0.001,0.001,LOW,0,0,0
468,SLOW_ATTACK,1,12,2205,183.75,1,1,3,0,10,4,1,0,4,2,1,1.0,0.0574,0.1689,1,0.8104219756049521,1,1,0.6603840320663705,1,0,0.5448,0.5448,MEDIUM,0,1,1
469,BENIGN,0,10,2871,287.1,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.1158601949747013,0,0,0.018,0.018,LOW,0,0,0
471,BENIGN,0,9,1754,194.89,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0165067647641693,0,0,0.0025,0.0025,LOW,0,0,0
473,BENIGN,0,9,1665,185.0,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0115614153341328,0,0,0.0017,0.0017,LOW,0,0,0
474,BENIGN,0,8,1082,135.25,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0187842217397019,1,0,0.0028,0.0028,LOW,0,0,0
475,BENIGN,0,16,1778,111.12,2,2,4,0,14,4,0,0,2,3,2,1.0,0.0575,0.1983,0,0.0692720614393755,0,1,0.5682231816399864,0,0,0.1233,0.1233,LOW,0,0,0
477,BENIGN,0,9,1968,218.67,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0299301900806817,0,0,0.0045,0.0045,LOW,0,0,0
478,SLOW_ATTACK,1,14,2080,148.57,2,2,2,0,11,4,1,0,3,3,2,1.0,0.0475,0.0994,1,0.952113944808042,1,1,0.7084544021501655,0,0,0.6299,0.6299,MEDIUM,0,1,1
479,SLOW_ATTACK,1,10,1261,126.1,1,1,2,0,9,4,0,0,3,2,1,1.0,0.0444,0.0753,1,0.9936015572733118,1,0,0.4509466143651876,0,0,0.6141,0.6141,MEDIUM,0,1,1
480,SLOW_ATTACK,1,10,958,95.8,1,1,2,0,9,4,0,0,3,2,1,1.0,0.0444,0.0749,1,0.9889363971075784,1,0,0.4599981347611452,1,0,0.6129,0.6129,MEDIUM,0,1,1
481,SLOW_ATTACK,1,9,929,103.22,1,1,3,0,8,2,0,0,3,2,1,1.0,0.0838,0.2097,1,0.5812285961769623,1,1,0.5899937493139362,1,0,0.4082,0.4082,MEDIUM,0,1,1
482,BENIGN,0,9,1189,132.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0067273702573048,1,0,0.001,0.001,LOW,0,0,0
483,BENIGN,0,10,1412,141.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0502993605558649,1,0,0.0082,0.0082,LOW,0,0,0
485,BENIGN,0,10,2155,215.5,1,1,2,0,8,3,1,0,2,2,1,1.0,0.0044,0.0049,0,0.0050442652667546,0,0,0.2471123906220131,0,0,0.0398,0.0398,LOW,0,0,0
486,BENIGN,0,10,1891,189.1,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0335898330679251,0,0,0.0057,0.0057,LOW,0,0,0
487,BENIGN,0,8,1031,128.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.014831330252815,0,0,0.0022,0.0022,LOW,0,0,0
488,BENIGN,0,8,1079,134.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.018407152499556,0,0,0.0028,0.0028,LOW,0,0,0
489,BENIGN,0,9,920,102.22,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0291619757925835,0,0,0.0044,0.0044,LOW,0,0,0
490,BENIGN,0,8,1116,139.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.019558556283262,0,0,0.0029,0.0029,LOW,0,0,0
492,SLOW_ATTACK,1,14,2589,184.93,2,2,2,0,12,5,0,0,3,3,2,1.0,0.0249,0.0347,1,0.7934904201648714,1,1,0.5974607129045746,1,0,0.526,0.526,MEDIUM,0,1,1
493,SLOW_ATTACK,1,10,1316,131.6,1,1,2,0,9,4,0,0,3,2,1,1.0,0.0491,0.1242,1,0.9808119413974892,1,0,0.5001987656998711,0,0,0.6145,0.6145,MEDIUM,0,1,1
494,SLOW_ATTACK,1,2,114,57.0,0,0,0,0,2,2,0,0,1,1,0,0.0,0.4,0.0,1,0.9945259415338066,1,1,0.8020227609704553,0,0,0.6673,0.6673,MEDIUM,0,1,1
495,SLOW_ATTACK,1,11,1793,163.0,1,1,3,0,9,3,1,0,3,2,1,1.0,0.0325,0.0844,1,0.9155577307197428,1,1,0.5839267777458209,1,0,0.5911,0.5911,MEDIUM,0,1,1
496,BENIGN,0,9,1395,155.0,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0010620007410465,0,0,0.0002,0.0002,LOW,0,0,0
497,BENIGN,0,57,9386,164.67,7,7,12,0,50,18,0,0,2,8,7,1.0,0.0046,0.0061,0,0.148083751061634,0,1,0.7833796134782081,1,0,0.199,0.199,LOW,0,0,0
498,BENIGN,0,32,6058,189.31,3,3,8,0,29,11,0,0,3,5,3,1.0,0.0176,0.0698,0,0.3045633871008273,0,1,0.8188313124757005,0,0,0.2903,0.2903,LOW,0,0,0
499,BENIGN,0,8,1025,128.12,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.014831330252815,0,0,0.0022,0.0022,LOW,0,0,0
500,BENIGN,0,10,1480,148.0,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0444058730408485,0,0,0.0073,0.0073,LOW,0,0,0
501,BENIGN,0,8,1147,143.38,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0218753883755027,1,0,0.0033,0.0033,LOW,0,0,0
502,BENIGN,0,18,2780,154.44,2,2,4,0,16,6,0,0,2,3,2,1.0,0.0409,0.1478,0,0.0216159441929416,0,0,0.4342530990239094,0,0,0.077,0.077,LOW,0,0,0
503,BENIGN,0,7,1519,217.0,1,1,0,0,6,4,0,0,2,2,1,1.0,0.003,0.0022,0,0.1887327967944657,0,0,0.2526907173896011,1,0,0.1417,0.1417,LOW,0,0,0
504,BENIGN,0,3,120,40.0,0,0,2,0,3,0,0,0,2,2,0,0.0,0.001,0.0,0,0.0230043009710347,0,1,0.737416240478715,0,0,0.1233,0.1233,LOW,0,0,0
505,BENIGN,0,10,2733,273.3,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0984401426334457,1,0,0.0154,0.0154,LOW,0,0,0
506,BENIGN,0,8,749,93.62,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0290856779790635,0,0,0.0044,0.0044,LOW,0,0,0
507,BENIGN,0,8,809,101.12,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0276260860667844,0,0,0.0041,0.0041,LOW,0,0,0
508,BENIGN,0,8,897,112.12,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0154799047056696,0,0,0.0023,0.0023,LOW,0,0,0
510,BENIGN,0,8,1130,141.25,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0210870563089449,0,0,0.0032,0.0032,LOW,0,0,0
511,BENIGN,0,9,1682,186.89,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0131918617730087,1,0,0.002,0.002,LOW,0,0,0
512,BENIGN,0,10,2014,201.4,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0379568658718564,0,0,0.0063,0.0063,LOW,0,0,0
514,BENIGN,0,72,12899,179.15,8,8,16,0,64,24,0,0,2,9,8,1.0,0.0048,0.006,0,0.0529848775428829,0,1,0.784558565815571,1,0,0.1468,0.1468,LOW,0,0,0
515,BENIGN,0,10,2368,236.8,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0530318653991397,0,0,0.0086,0.0086,LOW,0,0,0
516,BENIGN,0,10,1783,178.3,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.032266456148168,1,0,0.0055,0.0055,LOW,0,0,0
518,BENIGN,0,9,1415,157.22,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0004482833871846,0,0,0.0001,0.0001,LOW,0,0,0
519,BENIGN,0,9,955,106.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0229563276656475,0,0,0.0034,0.0034,LOW,0,0,0
521,BENIGN,0,10,1893,189.3,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0335342063541848,1,0,0.0057,0.0057,LOW,0,0,0
522,BENIGN,0,10,1972,197.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0381809647238923,0,0,0.0064,0.0064,LOW,0,0,0
523,BENIGN,0,10,2086,208.6,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.045286469179426,0,0,0.0074,0.0074,LOW,0,0,0
524,BENIGN,0,8,794,99.25,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0285559001836912,1,0,0.0043,0.0043,LOW,0,0,0
525,BENIGN,0,9,2130,236.67,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0560935170318307,0,0,0.0084,0.0084,LOW,0,0,0
526,BENIGN,0,10,1845,184.5,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0340920669263644,0,0,0.0058,0.0058,LOW,0,0,0
527,BENIGN,0,8,712,89.0,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0355917539988717,0,0,0.0053,0.0053,LOW,0,0,0
528,BENIGN,0,9,1395,155.0,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0010620007410465,0,0,0.0002,0.0002,LOW,0,0,0
530,BENIGN,0,8,618,77.25,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0076231823432356,0,0,0.0683012526792135,0,0,0.0144,0.0144,LOW,0,0,0
531,BENIGN,0,9,1270,141.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0034399887396295,0,0,0.0005,0.0005,LOW,0,0,0
532,BENIGN,0,9,2064,229.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0439263779569295,0,0,0.0066,0.0066,LOW,0,0,0
533,BENIGN,0,8,954,119.25,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0142043580225826,0,0,0.0021,0.0021,LOW,0,0,0
534,BENIGN,0,9,1839,204.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0220942739576483,0,0,0.0033,0.0033,LOW,0,0,0
536,BENIGN,0,8,924,115.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0146408893088192,0,0,0.0022,0.0022,LOW,0,0,0
537,BENIGN,0,10,2482,248.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.060241824307463,0,0,0.0097,0.0097,LOW,0,0,0
539,BENIGN,0,10,1438,143.8,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0465891345786066,1,0,0.0076,0.0076,LOW,0,0,0
540,BENIGN,0,17,2286,134.47,2,2,4,0,15,5,0,0,2,3,2,1.0,0.0489,0.1731,0,0.0656563920724298,0,0,0.5000104766183292,1,0,0.1111,0.1111,LOW,0,0,0
542,BENIGN,0,8,1024,128.0,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.014831330252815,0,0,0.0022,0.0022,LOW,0,0,0
544,BENIGN,0,9,1332,148.0,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0022404060757513,0,0,0.0003,0.0003,LOW,0,0,0
545,BENIGN,0,9,1873,208.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0245399835897108,0,0,0.0037,0.0037,LOW,0,0,0
547,BENIGN,0,9,1393,154.78,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0009742172939565,1,0,0.0001,0.0001,LOW,0,0,0
549,BENIGN,0,9,1140,126.67,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0129782195290631,0,0,0.0019,0.0019,LOW,0,0,0
550,STEALTH_WEB,1,14,1729,123.5,2,2,3,0,12,4,0,0,3,3,2,1.0,0.0345,0.1047,1,0.9981705250630228,1,1,0.6074929778387684,0,1,0.9401,0.9401,HIGH,1,1,1
551,BENIGN,0,8,1030,128.75,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.014831330252815,0,0,0.0022,0.0022,LOW,0,0,0
552,BENIGN,0,10,1482,148.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0444058730408485,0,0,0.0073,0.0073,LOW,0,0,0
554,STEALTH_WEB,1,14,1518,108.43,2,2,3,0,12,4,0,0,3,3,2,1.0,0.029,0.0855,1,0.9999084168009144,1,1,0.6140423621850366,0,1,0.9421,0.9421,HIGH,1,1,1
555,BENIGN,0,2,80,40.0,1,1,0,0,1,0,0,0,2,2,1,1.0,0.001,0.0,0,0.1045969946823209,1,1,0.6378326871564187,0,0,0.1532,0.1532,LOW,0,0,0
556,BENIGN,0,8,1956,244.5,0,0,2,0,8,4,0,0,2,2,0,0.0,0.0043,0.0038,0,0.0282863788749491,0,1,0.5275840485280604,0,0,0.0947,0.0947,LOW,0,0,0
557,BENIGN,0,9,1094,121.56,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0134255601924209,0,0,0.002,0.002,LOW,0,0,0
558,STEALTH_WEB,1,14,1901,135.79,2,2,3,0,12,4,0,0,3,3,2,1.0,0.0163,0.042,1,0.998417334085497,1,1,0.5663320668004659,0,1,0.9341,0.9341,HIGH,1,1,1
559,BENIGN,0,9,1957,217.44,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0299301900806817,1,0,0.0045,0.0045,LOW,0,0,0
560,BENIGN,0,9,1398,155.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0010620007410465,0,0,0.0002,0.0002,LOW,0,0,0
562,BENIGN,0,10,2352,235.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0554141792717414,1,0,0.009,0.009,LOW,0,0,0
563,STEALTH_WEB,1,6,643,107.17,1,1,1,0,5,2,0,0,2,2,1,1.0,0.004,0.0038,1,0.993528477080047,0,0,0.2209837968879201,0,1,0.8796,0.8796,HIGH,1,1,1
564,BENIGN,0,10,1184,118.4,1,1,2,0,8,3,1,0,3,2,1,1.0,0.0044,0.0049,0,0.0158755765896299,1,0,0.4126040243654483,0,0,0.0706,0.0706,LOW,0,0,0
565,BENIGN,0,9,1477,164.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0010385603129981,0,0,0.0002,0.0002,LOW,0,0,0
566,BENIGN,0,10,1135,113.5,1,1,2,0,8,3,1,0,3,2,1,1.0,0.0044,0.0049,0,0.0158755765896299,1,0,0.4178521114807102,0,0,0.0714,0.0714,LOW,0,0,0
567,STEALTH_WEB,1,6,634,105.67,1,1,1,0,5,2,0,0,2,2,1,1.0,0.004,0.0038,1,0.997560641617114,0,0,0.2248804504956945,0,1,0.8824,0.8824,HIGH,1,1,1
568,BENIGN,0,10,1204,120.4,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.0010008741258741,0,0,0.0694181259256318,0,0,0.011,0.011,LOW,0,0,0
569,BENIGN,0,8,1220,152.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.031178665677434,0,0,0.0047,0.0047,LOW,0,0,0
570,STEALTH_WEB,1,13,2661,204.69,2,2,2,0,11,4,0,0,3,3,2,1.0,0.0415,0.1275,1,0.7429132391939351,1,1,0.6125709252381705,1,0,0.5005,0.5005,MEDIUM,0,1,1
571,STEALTH_WEB,1,3,514,171.33,0,0,1,0,3,2,0,0,2,2,0,0.0,0.0085,0.0015,1,0.7854219090962231,0,1,0.692664505852578,0,1,0.8359,0.8359,HIGH,1,1,1
572,BENIGN,0,18,3408,189.33,2,2,4,0,16,6,0,0,3,3,2,1.0,0.0523,0.1933,0,0.0984087988060922,1,1,0.5554270809497694,1,0,0.1374,0.1374,LOW,0,0,0
574,BENIGN,0,18,2099,116.61,2,2,4,0,15,5,1,0,2,3,2,1.0,0.0475,0.1721,0,0.0994709575916492,0,1,0.655333793528015,1,0,0.153,0.153,LOW,0,0,0
575,STEALTH_WEB,1,15,1812,120.8,2,2,3,0,13,5,0,0,3,3,2,1.0,0.0161,0.0437,1,0.9999084168009144,1,1,0.5848355120995622,0,1,0.9377,0.9377,HIGH,1,1,1
576,BENIGN,0,8,1116,139.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.019558556283262,0,0,0.0029,0.0029,LOW,0,0,0
577,BENIGN,0,9,1497,166.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0022199658781788,0,0,0.0003,0.0003,LOW,0,0,0
578,BENIGN,0,8,1095,136.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0194068564961411,0,0,0.0029,0.0029,LOW,0,0,0
579,STEALTH_WEB,1,6,643,107.17,1,1,1,0,5,2,0,0,2,2,1,1.0,0.004,0.0038,1,0.993528477080047,0,0,0.2209837968879201,0,1,0.8796,0.8796,HIGH,1,1,1
580,BENIGN,0,10,2688,268.8,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0881561822516234,0,0,0.0139,0.0139,LOW,0,0,0
581,BENIGN,0,8,847,105.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.020887870792685,1,0,0.0031,0.0031,LOW,0,0,0
583,STEALTH_WEB,1,16,2635,164.69,2,2,3,0,14,6,0,0,3,3,2,1.0,0.0602,0.2112,1,0.7258396382583822,1,1,0.6348794689086966,0,1,0.7944,0.7944,HIGH,1,1,1
584,BENIGN,0,19,3039,159.95,2,2,4,0,17,7,0,0,2,3,2,1.0,0.0358,0.132,0,0.0922475608587463,0,0,0.4549000796232522,0,0,0.119,0.119,LOW,0,0,0
586,BENIGN,0,80,14346,179.32,9,9,18,0,71,26,0,0,2,10,9,1.0,0.0052,0.0081,0,0.0043978243504867,0,1,0.8004105195991523,0,0,0.1225,0.1225,LOW,0,0,0
587,BENIGN,0,8,884,110.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.018704655882251,1,0,0.0028,0.0028,LOW,0,0,0
588,STEALTH_WEB,1,23,2941,127.87,3,3,5,0,19,6,1,0,3,4,3,1.0,0.0356,0.147,1,0.8141979220387026,1,1,0.7786574688887756,0,1,0.8646,0.8646,HIGH,1,1,1
589,BENIGN,0,10,1130,113.0,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.0010008741258741,0,0,0.0836192206935469,0,0,0.0131,0.0131,LOW,0,0,0
591,STEALTH_WEB,1,16,2707,169.19,2,2,3,0,13,5,1,0,3,3,2,1.0,0.0549,0.1895,1,0.6438570421897154,1,1,0.7287376712036152,1,1,0.7634,0.7634,HIGH,1,1,1
592,BENIGN,0,10,2777,277.7,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.1158157254325414,1,0,0.018,0.018,LOW,0,0,0
593,BENIGN,0,10,1736,173.6,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0334266600420336,1,0,0.0057,0.0057,LOW,0,0,0
594,BENIGN,0,8,1071,133.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0173014822208735,1,0,0.0026,0.0026,LOW,0,0,0
595,BENIGN,0,10,1852,185.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0339172035962364,0,0,0.0057,0.0057,LOW,0,0,0
596,STEALTH_WEB,1,6,634,105.67,1,1,1,0,5,2,0,0,2,2,1,1.0,0.004,0.0038,1,0.997560641617114,0,0,0.2248804504956945,0,1,0.8824,0.8824,HIGH,1,1,1
597,BENIGN,0,9,1288,143.11,1,1,2,0,7,2,1,0,3,2,1,1.0,0.005,0.0063,0,0.0213362436918514,1,0,0.4632057342686871,0,0,0.0812,0.0812,LOW,0,0,0
598,BENIGN,0,10,1591,159.1,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0356519076546698,1,0,0.006,0.006,LOW,0,0,0
599,BENIGN,0,9,1931,214.56,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0291786662676813,1,0,0.0044,0.0044,LOW,0,0,0
600,STEALTH_WEB,1,14,1642,117.29,2,2,3,0,12,4,0,0,3,3,2,1.0,0.0295,0.0874,1,0.9981705250630228,1,1,0.60920430906138,0,1,0.9404,0.9404,HIGH,1,1,1
601,STEALTH_WEB,1,136,6198,45.57,71,1,2,57,64,2,1,0,3,129,71,71.0,0.0061,0.0054,1,0.9974971290179132,1,1,0.9517489217972198,0,0,0.6914,0.6914,MEDIUM,0,1,1
602,STEALTH_WEB,1,167,7494,44.87,85,1,2,73,82,4,0,0,3,159,85,85.0,0.006,0.0054,1,0.994526699941226,1,1,0.9169888529783328,0,0,0.6845,0.6845,MEDIUM,0,1,1
