window_id,packet_count,byte_count,mean_pkt_size,syn_count,synack_count,fin_count,rst_count,ack_count,psh_count,icmp_count,udp_count,unique_src,unique_dst_ports,new_connections,syn_to_synack_ratio,iat_mean,iat_std,attack_type,is_attack
310,10,1666,166.6,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
311,10,1113,111.3,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
312,9,1408,156.44,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
313,10,2127,212.7,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
314,9,995,110.56,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
316,9,1124,124.89,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
317,14,1894,135.29,2,2,2,0,12,5,0,0,2,3,2,1.0,0.0549,0.1782,BENIGN,0
318,5,1152,230.4,0,0,2,0,5,2,0,0,2,2,0,0.0,0.0045,0.0045,BENIGN,0
319,11,1714,155.82,2,1,2,0,9,4,0,0,2,2,2,2.0,0.0815,0.2339,BENIGN,0
320,79,14139,178.97,8,9,18,0,71,26,0,0,2,10,8,0.889,0.0107,0.0424,BENIGN,0
322,8,751,93.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
323,10,2404,240.4,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
324,9,1301,144.56,1,1,2,0,7,2,1,0,3,2,1,1.0,0.005,0.0063,BENIGN,0
325,19,3975,209.21,2,2,4,0,17,7,0,0,2,3,2,1.0,0.0463,0.1755,BENIGN,0
327,8,862,107.75,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
328,9,1812,201.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
329,10,1642,164.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
330,10,2465,246.5,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
332,18,2489,138.28,2,2,4,0,16,6,0,0,2,3,2,1.0,0.0389,0.1399,BENIGN,0
334,9,1724,191.56,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
335,8,870,108.75,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
336,9,1130,125.56,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
338,18,3390,188.33,2,2,4,0,16,6,0,0,3,3,2,1.0,0.0374,0.1335,BENIGN,0
339,9,1254,139.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
341,10,2059,205.9,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
342,10,2735,273.5,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
344,8,749,93.62,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
345,9,1727,191.89,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
346,18,2781,154.5,2,2,4,0,16,6,0,0,2,3,2,1.0,0.0457,0.1669,BENIGN,0
348,8,820,102.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
349,91,17577,193.15,10,10,20,0,81,31,0,0,2,11,10,1.0,0.0058,0.009,BENIGN,0
350,10,2872,287.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
352,9,1975,219.44,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
353,8,744,93.0,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
354,9,1872,208.0,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
355,10,1840,184.0,1,1,2,0,8,3,1,0,2,2,1,1.0,0.0044,0.0049,BENIGN,0
356,8,765,95.62,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
358,10,1202,120.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
359,9,2013,223.67,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
360,9,1765,196.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
361,10,1004,100.4,1,1,2,0,8,3,1,0,2,2,1,1.0,0.0044,0.0049,BENIGN,0
362,9,1554,172.67,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
364,9,1607,178.56,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
365,8,703,87.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
366,8,1109,138.62,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
367,5,513,102.6,1,1,0,0,4,2,0,0,2,2,1,1.0,0.0025,0.0026,BENIGN,0
368,3,120,40.0,0,0,2,0,3,0,0,0,2,2,0,0.0,0.001,0.0,BENIGN,0
369,8,995,124.38,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
370,10,2124,212.4,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
371,10,2206,220.6,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
372,9,1488,165.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
374,8,1073,134.12,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
375,10,2041,204.1,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
376,10,1882,188.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
377,8,1210,151.25,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
378,10,1996,199.6,1,1,2,0,8,3,1,0,2,2,1,1.0,0.0044,0.0049,BENIGN,0
379,8,1225,153.12,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
380,15,1455,97.0,2,2,2,0,13,6,0,0,3,3,2,1.0,0.0429,0.0864,SLOW_ATTACK,1
381,12,1551,129.25,1,1,2,0,11,6,0,0,3,2,1,1.0,0.0727,0.1468,SLOW_ATTACK,1
382,18,3022,167.89,2,2,4,0,16,6,0,0,3,3,2,1.0,0.0427,0.1551,BENIGN,0
383,1,40,40.0,0,0,1,0,1,0,0,0,1,1,0,0.0,1.0,0.0,SLOW_ATTACK,1
384,8,850,106.25,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
385,10,1895,189.5,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
386,8,721,90.12,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
387,9,1235,137.22,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
389,16,1380,86.25,2,2,4,0,14,4,0,0,3,3,2,1.0,0.0449,0.1511,BENIGN,0
390,9,1786,198.44,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
391,9,1009,112.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
392,15,2564,170.93,2,2,2,0,13,6,0,0,3,3,2,1.0,0.0429,0.0654,SLOW_ATTACK,1
393,3,161,53.67,0,0,0,0,3,3,0,0,1,1,0,0.0,0.4,0.0,SLOW_ATTACK,1
394,9,2017,224.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
395,10,1216,121.6,1,1,3,0,9,3,0,0,3,2,1,1.0,0.0798,0.2144,SLOW_ATTACK,1
396,8,1060,132.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
398,19,2588,136.21,2,2,4,0,17,7,0,0,2,3,2,1.0,0.0467,0.1769,BENIGN,0
400,10,1972,197.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
401,12,1417,118.08,2,2,2,0,10,3,0,0,3,3,2,1.0,0.0182,0.0257,SLOW_ATTACK,1
402,10,1188,118.8,1,1,2,0,9,4,0,0,3,2,1,1.0,0.0654,0.1276,SLOW_ATTACK,1
403,2,114,57.0,0,0,0,0,2,2,0,0,1,1,0,0.0,0.4,0.0,SLOW_ATTACK,1
404,10,1656,165.6,1,1,3,0,9,3,0,0,3,2,1,1.0,0.0113,0.0212,SLOW_ATTACK,1
406,10,2421,242.1,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
408,9,1455,161.67,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
409,9,1721,191.22,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
411,10,2205,220.5,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
412,14,1611,115.07,2,2,2,0,12,5,0,0,3,3,2,1.0,0.0549,0.1048,SLOW_ATTACK,1
413,12,1882,156.83,1,1,2,0,11,6,0,0,3,2,1,1.0,0.0524,0.1172,SLOW_ATTACK,1
414,11,2291,208.27,1,1,2,0,10,5,0,0,3,2,1,1.0,0.0065,0.0096,SLOW_ATTACK,1
415,10,1130,113.0,1,1,3,0,9,3,0,0,3,2,1,1.0,0.0348,0.0871,SLOW_ATTACK,1
416,9,934,103.78,1,1,2,0,7,2,1,0,2,2,1,1.0,0.005,0.0063,BENIGN,0
417,9,987,109.67,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
418,8,774,96.75,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
419,10,1212,121.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
421,13,1179,90.69,2,2,2,0,11,4,0,0,3,3,2,1.0,0.05,0.1083,SLOW_ATTACK,1
422,11,1002,91.09,1,1,2,0,10,5,0,0,3,2,1,1.0,0.08,0.1385,SLOW_ATTACK,1
423,10,1906,190.6,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
424,1,40,40.0,0,0,1,0,1,0,0,0,1,1,0,0.0,1.0,0.0,SLOW_ATTACK,1
425,8,840,105.0,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
426,8,681,85.12,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
427,10,1957,195.7,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
428,8,1204,150.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
429,8,1094,136.75,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
430,8,816,102.0,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
431,9,1248,138.67,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
432,9,1807,200.78,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
433,8,1199,149.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
434,12,1977,164.75,2,2,2,0,10,4,0,0,3,3,2,1.0,0.0463,0.1212,SLOW_ATTACK,1
435,12,846,70.5,1,1,2,0,11,5,0,0,3,2,1,1.0,0.0818,0.1263,SLOW_ATTACK,1
436,11,1088,98.91,1,1,2,0,10,5,0,0,3,2,1,1.0,0.0524,0.1189,SLOW_ATTACK,1
437,1,40,40.0,0,0,1,0,1,0,0,0,1,1,0,0.0,1.0,0.0,SLOW_ATTACK,1
438,18,2950,163.89,2,2,4,0,16,6,0,0,3,3,2,1.0,0.0466,0.1704,BENIGN,0
440,9,1209,134.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
441,8,723,90.38,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
442,8,924,115.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
443,9,1807,200.78,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
444,4,170,42.5,1,1,0,0,3,1,0,0,2,2,1,1.0,0.0667,0.0236,SLOW_ATTACK,1
445,10,709,70.9,1,1,2,0,9,4,0,0,3,2,1,1.0,0.0634,0.1262,SLOW_ATTACK,1
446,10,913,91.3,1,1,2,0,9,4,0,0,3,2,1,1.0,0.0606,0.1248,SLOW_ATTACK,1
447,11,1756,159.64,1,1,3,0,9,3,1,0,4,2,1,1.0,0.0311,0.0801,SLOW_ATTACK,1
448,9,1561,173.44,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
449,9,1029,114.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
450,8,1197,149.62,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
451,8,1166,145.75,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
453,145,9914,68.37,18,18,36,0,127,37,0,0,3,19,18,1.0,0.0065,0.0204,SLOW_ATTACK,1
454,212,14458,68.2,27,27,52,0,185,53,0,0,3,28,27,1.0,0.0047,0.006,SLOW_ATTACK,1
455,203,12643,62.28,25,25,50,0,178,53,0,0,2,26,25,1.0,0.0049,0.0063,SLOW_ATTACK,1
456,75,5287,70.49,9,9,18,0,66,21,0,0,3,10,9,1.0,0.0087,0.0384,SLOW_ATTACK,1
457,11,2752,250.18,1,1,3,0,10,4,0,0,3,2,1,1.0,0.0154,0.0356,SLOW_ATTACK,1
459,8,754,94.25,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
460,10,1186,118.6,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
462,8,1089,136.12,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
463,9,1043,115.89,1,1,2,0,7,2,1,0,2,2,1,1.0,0.005,0.0063,BENIGN,0
465,15,1561,104.07,2,2,2,0,13,6,0,0,3,3,2,1.0,0.0429,0.0896,SLOW_ATTACK,1
466,3,161,53.67,0,0,0,0,3,3,0,0,1,1,0,0.0,0.4,0.0,SLOW_ATTACK,1
467,9,1595,177.22,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
468,12,2205,183.75,1,1,3,0,10,4,1,0,4,2,1,1.0,0.0574,0.1689,SLOW_ATTACK,1
469,10,2871,287.1,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
471,9,1754,194.89,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
473,9,1665,185.0,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
474,8,1082,135.25,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
475,16,1778,111.12,2,2,4,0,14,4,0,0,2,3,2,1.0,0.0575,0.1983,BENIGN,0
477,9,1968,218.67,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
478,14,2080,148.57,2,2,2,0,11,4,1,0,3,3,2,1.0,0.0475,0.0994,SLOW_ATTACK,1
479,10,1261,126.1,1,1,2,0,9,4,0,0,3,2,1,1.0,0.0444,0.0753,SLOW_ATTACK,1
480,10,958,95.8,1,1,2,0,9,4,0,0,3,2,1,1.0,0.0444,0.0749,SLOW_ATTACK,1
481,9,929,103.22,1,1,3,0,8,2,0,0,3,2,1,1.0,0.0838,0.2097,SLOW_ATTACK,1
482,9,1189,132.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
483,10,1412,141.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
485,10,2155,215.5,1,1,2,0,8,3,1,0,2,2,1,1.0,0.0044,0.0049,BENIGN,0
486,10,1891,189.1,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
487,8,1031,128.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
488,8,1079,134.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
489,9,920,102.22,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
490,8,1116,139.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
492,14,2589,184.93,2,2,2,0,12,5,0,0,3,3,2,1.0,0.0249,0.0347,SLOW_ATTACK,1
493,10,1316,131.6,1,1,2,0,9,4,0,0,3,2,1,1.0,0.0491,0.1242,SLOW_ATTACK,1
494,2,114,57.0,0,0,0,0,2,2,0,0,1,1,0,0.0,0.4,0.0,SLOW_ATTACK,1
495,11,1793,163.0,1,1,3,0,9,3,1,0,3,2,1,1.0,0.0325,0.0844,SLOW_ATTACK,1
496,9,1395,155.0,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
497,57,9386,164.67,7,7,12,0,50,18,0,0,2,8,7,1.0,0.0046,0.0061,BENIGN,0
498,32,6058,189.31,3,3,8,0,29,11,0,0,3,5,3,1.0,0.0176,0.0698,BENIGN,0
499,8,1025,128.12,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
500,10,1480,148.0,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
501,8,1147,143.38,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
502,18,2780,154.44,2,2,4,0,16,6,0,0,2,3,2,1.0,0.0409,0.1478,BENIGN,0
503,7,1519,217.0,1,1,0,0,6,4,0,0,2,2,1,1.0,0.003,0.0022,BENIGN,0
504,3,120,40.0,0,0,2,0,3,0,0,0,2,2,0,0.0,0.001,0.0,BENIGN,0
505,10,2733,273.3,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
506,8,749,93.62,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
507,8,809,101.12,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
508,8,897,112.12,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
510,8,1130,141.25,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
511,9,1682,186.89,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
512,10,2014,201.4,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
514,72,12899,179.15,8,8,16,0,64,24,0,0,2,9,8,1.0,0.0048,0.006,BENIGN,0
515,10,2368,236.8,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
516,10,1783,178.3,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
518,9,1415,157.22,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
519,9,955,106.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
521,10,1893,189.3,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
522,10,1972,197.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
523,10,2086,208.6,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
524,8,794,99.25,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
525,9,2130,236.67,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
526,10,1845,184.5,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
527,8,712,89.0,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
528,9,1395,155.0,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
530,8,618,77.25,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
531,9,1270,141.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
532,9,2064,229.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
533,8,954,119.25,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
534,9,1839,204.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
536,8,924,115.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
537,10,2482,248.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
539,10,1438,143.8,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
540,17,2286,134.47,2,2,4,0,15,5,0,0,2,3,2,1.0,0.0489,0.1731,BENIGN,0
542,8,1024,128.0,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
544,9,1332,148.0,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
545,9,1873,208.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
547,9,1393,154.78,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
549,9,1140,126.67,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
550,14,1729,123.5,2,2,3,0,12,4,0,0,3,3,2,1.0,0.0345,0.1047,STEALTH_WEB,1
551,8,1030,128.75,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
552,10,1482,148.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
554,14,1518,108.43,2,2,3,0,12,4,0,0,3,3,2,1.0,0.029,0.0855,STEALTH_WEB,1
555,2,80,40.0,1,1,0,0,1,0,0,0,2,2,1,1.0,0.001,0.0,BENIGN,0
556,8,1956,244.5,0,0,2,0,8,4,0,0,2,2,0,0.0,0.0043,0.0038,BENIGN,0
557,9,1094,121.56,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
558,14,1901,135.79,2,2,3,0,12,4,0,0,3,3,2,1.0,0.0163,0.042,STEALTH_WEB,1
559,9,1957,217.44,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
560,9,1398,155.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
562,10,2352,235.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
563,6,643,107.17,1,1,1,0,5,2,0,0,2,2,1,1.0,0.004,0.0038,STEALTH_WEB,1
564,10,1184,118.4,1,1,2,0,8,3,1,0,3,2,1,1.0,0.0044,0.0049,BENIGN,0
565,9,1477,164.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
566,10,1135,113.5,1,1,2,0,8,3,1,0,3,2,1,1.0,0.0044,0.0049,BENIGN,0
567,6,634,105.67,1,1,1,0,5,2,0,0,2,2,1,1.0,0.004,0.0038,STEALTH_WEB,1
568,10,1204,120.4,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
569,8,1220,152.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
570,13,2661,204.69,2,2,2,0,11,4,0,0,3,3,2,1.0,0.0415,0.1275,STEALTH_WEB,1
571,3,514,171.33,0,0,1,0,3,2,0,0,2,2,0,0.0,0.0085,0.0015,STEALTH_WEB,1
572,18,3408,189.33,2,2,4,0,16,6,0,0,3,3,2,1.0,0.0523,0.1933,BENIGN,0
574,18,2099,116.61,2,2,4,0,15,5,1,0,2,3,2,1.0,0.0475,0.1721,BENIGN,0
575,15,1812,120.8,2,2,3,0,13,5,0,0,3,3,2,1.0,0.0161,0.0437,STEALTH_WEB,1
576,8,1116,139.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
577,9,1497,166.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
578,8,1095,136.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
579,6,643,107.17,1,1,1,0,5,2,0,0,2,2,1,1.0,0.004,0.0038,STEALTH_WEB,1
580,10,2688,268.8,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
581,8,847,105.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
583,16,2635,164.69,2,2,3,0,14,6,0,0,3,3,2,1.0,0.0602,0.2112,STEALTH_WEB,1
584,19,3039,159.95,2,2,4,0,17,7,0,0,2,3,2,1.0,0.0358,0.132,BENIGN,0
586,80,14346,179.32,9,9,18,0,71,26,0,0,2,10,9,1.0,0.0052,0.0081,BENIGN,0
587,8,884,110.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
588,23,2941,127.87,3,3,5,0,19,6,1,0,3,4,3,1.0,0.0356,0.147,STEALTH_WEB,1
589,10,1130,113.0,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
591,16,2707,169.19,2,2,3,0,13,5,1,0,3,3,2,1.0,0.0549,0.1895,STEALTH_WEB,1
592,10,2777,277.7,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
593,10,1736,173.6,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
594,8,1071,133.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
595,10,1852,185.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
596,6,634,105.67,1,1,1,0,5,2,0,0,2,2,1,1.0,0.004,0.0038,STEALTH_WEB,1
597,9,1288,143.11,1,1,2,0,7,2,1,0,3,2,1,1.0,0.005,0.0063,BENIGN,0
598,10,1591,159.1,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
599,9,1931,214.56,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
600,14,1642,117.29,2,2,3,0,12,4,0,0,3,3,2,1.0,0.0295,0.0874,STEALTH_WEB,1
601,136,6198,45.57,71,1,2,57,64,2,1,0,3,129,71,71.0,0.0061,0.0054,STEALTH_WEB,1
602,167,7494,44.87,85,1,2,73,82,4,0,0,3,159,85,85.0,0.006,0.0054,STEALTH_WEB,1
603,155,6791,43.81,84,1,2,64,71,2,0,0,3,149,84,84.0,0.0064,0.0055,STEALTH_WEB,1
604,48,5165,107.6,16,3,5,10,32,9,0,0,3,27,16,5.333,0.0205,0.0805,STEALTH_WEB,1
605,8,861,107.62,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
607,16,3544,221.5,2,2,3,0,14,6,0,0,3,3,2,1.0,0.0496,0.1717,STEALTH_WEB,1
608,8,802,100.25,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
